categorie,type,difficulte,question,reponse_correcte,reponses_incorrectes,toutes_reponses
Science & Nature,multiple,hard,What nucleotide pairs with guanine?,Cytosine,Thymine|Adenine|Uracil,Cytosine|Thymine|Adenine|Uracil
Entertainment: Video Games,multiple,medium,"In Minecraft, what types of sound files are required for custom SFX to work in resource packs?",.ogg,.wav|.mp3|.class,.ogg|.wav|.mp3|.class
Science & Nature,multiple,easy,What lies at the center of our galaxy?,A black hole,A wormhole|A supernova|A quasar,A black hole|A wormhole|A supernova|A quasar
Science: Gadgets,multiple,medium,"Out of all of the NASA Space Shuttles, which 2 have been destroyed in disasters?",Challenger and Columbia,Enterprise and Atlantis|Discovery and Endeavour|None of the Above,Challenger and Columbia|Enterprise and Atlantis|Discovery and Endeavour|None of the Above
Geography,multiple,medium,"Which country has the abbreviation ""CH""?",Switzerland,China|Canada|No Country,Switzerland|China|Canada|No Country
Entertainment: Film,multiple,hard,"What three movies, in order from release date, make up the ""Dollars Trilogy""?","""A Fistful of Dollars"", ""For a Few Dollars More"", ""The Good, the Bad, and the Ugly""","""The Good, the Bad, and the Ugly"", ""For A Few Dollars More"", ""A Fistful of Dollars""|""For a Few Dollars More"", ""The Good, the Bad, and the Ugly"", ""A Fistful of Dollars""|""For a Few Dollars More"", ""A Fistful of Dollars"", ""The Good, the Bad, and the Ugly""","""A Fistful of Dollars"", ""For a Few Dollars More"", ""The Good, the Bad, and the Ugly""|""The Good, the Bad, and the Ugly"", ""For A Few Dollars More"", ""A Fistful of Dollars""|""For a Few Dollars More"", ""The Good, the Bad, and the Ugly"", ""A Fistful of Dollars""|""For a Few Dollars More"", ""A Fistful of Dollars"", ""The Good, the Bad, and the Ugly"""
Entertainment: Video Games,multiple,medium,"In the game Pokémon Conquest, how many kingdoms make up the region of Ransei?",17,18|15|16,17|18|15|16
Entertainment: Video Games,multiple,easy,"In ""Mario & Sonic at the Olympic Games"", characters are split into how many types?",4,6|5|3,4|6|5|3
Entertainment: Books,multiple,medium,"In ""Little Women"", which of the March sisters married Laurie?",Amy,Beth|Jo|Meg,Amy|Beth|Jo|Meg
Entertainment: Cartoon & Animations,multiple,easy,"Who created the Cartoon Network series ""Adventure Time""?",Pendleton Ward,J. G. Quintel|Ben Bocquelet|Rebecca Sugar,Pendleton Ward|J. G. Quintel|Ben Bocquelet|Rebecca Sugar
Entertainment: Television,multiple,medium,"The fictional movie 'Rochelle, Rochelle' features in which sitcom?",Seinfeld,Frasier|Cheers|Friends,Seinfeld|Frasier|Cheers|Friends
Entertainment: Comics,multiple,easy,Which one of these superhero teams appears in the Invincible comics?,Guardians of the Globe,Avengers|Justice League|Teenage Mutant Ninja Turtles,Guardians of the Globe|Avengers|Justice League|Teenage Mutant Ninja Turtles
Entertainment: Film,multiple,hard,Who Voices the Devil on Devil's Flight in Final Destination 3?,Tony Todd,Wendy Christensen|Ian McKinley|Kevin Fischer,Tony Todd|Wendy Christensen|Ian McKinley|Kevin Fischer
Vehicles,multiple,easy,"Which car tire manufacturer is famous for its ""Eagle"" brand of tires, and is the official tire supplier of NASCAR?",Goodyear,Pirelli|Bridgestone|Michelin,Goodyear|Pirelli|Bridgestone|Michelin
Geography,multiple,easy,Which area of Eastern Europe is famous for its association with vampires?,Transylvania,Silesia|Macedonia|Slovakia,Transylvania|Silesia|Macedonia|Slovakia
Entertainment: Books,multiple,hard,"Who wrote the novel ""Moby-Dick""?",Herman Melville,William Golding|William Shakespeare|J. R. R. Tolkien,Herman Melville|William Golding|William Shakespeare|J. R. R. Tolkien
Entertainment: Film,multiple,medium,Which one of these films are shot entirely in one-take?,Russian Ark,Good Will Hunting|Birdman|Schindler's List,Russian Ark|Good Will Hunting|Birdman|Schindler's List
Entertainment: Video Games,multiple,medium,"Which of these is not a character in the game, ""Lethal League""?",Rex,Switch|Candyman|Sonata,Rex|Switch|Candyman|Sonata
Entertainment: Video Games,multiple,hard,"In the Super Mario Bros. Series, what is Yoshi's scientific name?",T. Yoshisaur Munchakoopas,Yoshi|T. Yoshisotop Munchakoopas|Yossy,T. Yoshisaur Munchakoopas|Yoshi|T. Yoshisotop Munchakoopas|Yossy
Entertainment: Video Games,multiple,easy,What is the maximum HP in Terraria?,500,400|1000|100,500|400|1000|100
Geography,multiple,easy,What state is the largest state of the United States of America?,Alaska,California|Texas|Washington,Alaska|California|Texas|Washington
Entertainment: Video Games,multiple,medium,"Which pop singer was brought in by SEGA to produce the music for ""Sonic the Hedgehog 3""?",Michael Jackson ,Prince|George Michael|Vanilla Ice ,Michael Jackson |Prince|George Michael|Vanilla Ice 
Science: Computers,multiple,medium,What is the main CPU is the Sega Mega Drive / Sega Genesis?,Motorola 68000,Zilog Z80|Yamaha YM2612|Intel 8088,Motorola 68000|Zilog Z80|Yamaha YM2612|Intel 8088
General Knowledge,multiple,easy,How tall is the Burj Khalifa?,"2,722 ft","2,717 ft|2,546 ft|3,024 ft","2,722 ft|2,717 ft|2,546 ft|3,024 ft"
Entertainment: Video Games,multiple,medium,In which Mario game did the Mega Mushroom make its debut?,Mario Party 4,New Super Mario Bros.|Mario Kart Wii|Super Mario 3D World,Mario Party 4|New Super Mario Bros.|Mario Kart Wii|Super Mario 3D World
Entertainment: Japanese Anime & Manga,multiple,hard,"Medaka Kurokami from ""Medaka Box"" has what abnormality?",The End,Perfection|Sandbox|Fairness,The End|Perfection|Sandbox|Fairness
General Knowledge,multiple,easy,"The file hosting service, ""Google Drive"" was launched on what day?","April 24, 2012","January 12, 2014|November 14, 2008|January 20, 2010","April 24, 2012|January 12, 2014|November 14, 2008|January 20, 2010"
Entertainment: Video Games,multiple,hard,"The map featured in Arma 3 named ""Altis"" is based off of what Greek island?",Lemnos,Ithaca|Naxos|Anafi,Lemnos|Ithaca|Naxos|Anafi
Sports,multiple,easy,"Who is often called ""the Maestro"" in the men's tennis circuit?",Roger Federer,Bill Tilden|Boris Becker|Pete Sampras,Roger Federer|Bill Tilden|Boris Becker|Pete Sampras
Entertainment: Video Games,multiple,hard,"In the SHMUP series, ""Darius"", what is the name of the antagonist faction you fight against?",Belsar,Bacterion|Bydo|Orn Empire,Belsar|Bacterion|Bydo|Orn Empire
Entertainment: Board Games,multiple,hard,"Some of the ""Fallen Empires"" cards from ""Magic: The Gathering"" were misprinted on the backs of which other card game?",Wyvern,Pokemon|Dominion|Yu-Gi-Oh,Wyvern|Pokemon|Dominion|Yu-Gi-Oh
History,multiple,hard,Bohdan Khmelnytsky was which of the following?,Leader of the Ukrainian Cossacks,General Secretary of the Communist Party of the USSR|Prince of Wallachia|Grand Prince of Novgorod,Leader of the Ukrainian Cossacks|General Secretary of the Communist Party of the USSR|Prince of Wallachia|Grand Prince of Novgorod
General Knowledge,multiple,easy,Which country developed the AK-47 assault rifle?,Soviet Union,Iran|Israel|Poland,Soviet Union|Iran|Israel|Poland
Entertainment: Board Games,multiple,medium,How many points is the Z tile worth in Scrabble?,10,8|5|6,10|8|5|6
Entertainment: Music,multiple,hard,Who was the previous drummer of blink-182 before Travis Barker?,Scott Raynor,Atom Willard|Ilan Rubin|Derek Grant,Scott Raynor|Atom Willard|Ilan Rubin|Derek Grant
Entertainment: Japanese Anime & Manga,multiple,medium,"In Haikyuu!!, who is not a member of Karasuno VBC?",Shigeru Yahaba,Tadashi Yamaguchi|Hisashi Kinoshita|Kazuhito Narita,Shigeru Yahaba|Tadashi Yamaguchi|Hisashi Kinoshita|Kazuhito Narita
Sports,multiple,easy,What year did the New Orleans Saints win the Super Bowl?,2010,2008|2009|2011,2010|2008|2009|2011
Science: Mathematics,multiple,medium,"To the nearest whole number, how many radians are in a whole circle?",6,3|4|5,6|3|4|5
Science: Gadgets,multiple,easy,What round is a classic AK-47 chambered in?,7.62x39mm,7.62x51mm|5.56x45mm|5.45x39mm,7.62x39mm|7.62x51mm|5.56x45mm|5.45x39mm
Entertainment: Books,multiple,medium,"What is the make and model of the tour vehicles in ""Jurassic Park"" (1990)?",1989 Toyota Land Cruiser,1989 Jeep Wrangler YJ Sahar|1989 Ford Explorer XLT|Mercedes M-Class,1989 Toyota Land Cruiser|1989 Jeep Wrangler YJ Sahar|1989 Ford Explorer XLT|Mercedes M-Class
Entertainment: Video Games,multiple,easy,"""Minecraft"" was released from beta in 2011 during a convention held in which city?",Las Vegas,Paris|Bellevue|London,Las Vegas|Paris|Bellevue|London
Entertainment: Video Games,multiple,hard,"Which occupation did John Tanner, the main protagonist for Driver and Driver 2, had before turning into an undercover cop?",Racing Driver,Taxi Driver|Delivery Driver|Getaway Driver,Racing Driver|Taxi Driver|Delivery Driver|Getaway Driver
Entertainment: Music,multiple,medium,"Who had a US and UK number 1 hit in 1962 with the instrumental, 'Telstar'?",The Tornados,The Ventures|The Spotnicks|The Tremeloes,The Tornados|The Ventures|The Spotnicks|The Tremeloes
Entertainment: Books,multiple,medium,"Which of the following was the author of ""Username Evie""?",Joe Sugg,Zoe Sugg|Joe Weller|Alfie Deyes,Joe Sugg|Zoe Sugg|Joe Weller|Alfie Deyes
Geography,multiple,easy,What is the capital of the American state of Arizona?,Phoenix,Montgomery|Tallahassee|Raleigh,Phoenix|Montgomery|Tallahassee|Raleigh
Science & Nature,multiple,hard,How many protons are in an oxygen atom?,Eight,Four|Two|Six,Eight|Four|Two|Six
Geography,multiple,medium,The Pyrenees mountains are located on the border of which two countries?,France and Spain,Italy and Switzerland|Norway and Sweden|Russia and Ukraine,France and Spain|Italy and Switzerland|Norway and Sweden|Russia and Ukraine
Science & Nature,multiple,hard,Muscle fiber is constructed of bundles small long organelles called what?,Myofibrils,Epimysium|Myofiaments|Myocardium,Myofibrils|Epimysium|Myofiaments|Myocardium
Science & Nature,multiple,medium,What is an alternative name for multiple personality disorder?,Dissociative identity disorder,Body integrity identity disorder|Identity crisis|Schizophrenia,Dissociative identity disorder|Body integrity identity disorder|Identity crisis|Schizophrenia
Entertainment: Video Games,multiple,easy,"In The Elder Scrolls: Oblivion, the horse that goes by the name Shadowmere is given by what guild?",Dark Brotherhood,Thieves|Fighters|Mages,Dark Brotherhood|Thieves|Fighters|Mages
Entertainment: Video Games,multiple,easy,Which student in Yandere Simulator is known for asking irritating and stupid questions?,Midori Gurin,Kokona Hruka|Oka Ruto|Pipi Osu,Midori Gurin|Kokona Hruka|Oka Ruto|Pipi Osu
Entertainment: Cartoon & Animations,multiple,medium,Nickelodeon is owned by what parent company?,Viacom,CBS|FOX|ABC,Viacom|CBS|FOX|ABC
Entertainment: Television,multiple,medium,Baron Silas Greenback is the arch nemesis of which cartoon hero?,Danger Mouse,Bananaman|SuperTed|Captain Star,Danger Mouse|Bananaman|SuperTed|Captain Star
Animals,multiple,hard,What is the name of the copper-rich protein that creates the blue blood in the Antarctic octopus?,Hemocyanin,Cytochrome|Iron|Methionine,Hemocyanin|Cytochrome|Iron|Methionine
Entertainment: Music,multiple,medium,"According to a Beatles song, who kept her face in a jar by the door?",Eleanor Rigby,Loretta Martin|Molly Jones|Lady Madonna,Eleanor Rigby|Loretta Martin|Molly Jones|Lady Madonna
Entertainment: Video Games,multiple,easy,"What is the name of the 4-armed Chaos Witch from the 2016 video game ""Battleborn""?",Orendi,Orendoo|Oranda|Randy,Orendi|Orendoo|Oranda|Randy
Entertainment: Video Games,multiple,medium,What is the lowest amount of max health you can have in Team Fortress 2?,70,100|50|95,70|100|50|95
Entertainment: Film,multiple,hard,In what year was the first Indian movie submitted for an Oscar?,1957,1962|1938|1954,1957|1962|1938|1954
General Knowledge,multiple,hard,Electronic music producer Kygo's popularity skyrocketed after a certain remix. Which song did he remix?,Ed Sheeran - I See Fire,Marvin Gaye - Sexual Healing|Coldplay - Midnight|a-ha - Take On Me,Ed Sheeran - I See Fire|Marvin Gaye - Sexual Healing|Coldplay - Midnight|a-ha - Take On Me
Sports,multiple,hard,"Prior to 2018, which car company is the only Japanese company which won the 24 Hours of Le Mans?",Mazda,Toyota|Subaru|Nissan,Mazda|Toyota|Subaru|Nissan
Entertainment: Film,multiple,hard,"Which one of these films did David Lynch direct, but not write?",The Straight Story,Inland Empire|Lost Highway|Twin Peaks Fire Walk With Me,The Straight Story|Inland Empire|Lost Highway|Twin Peaks Fire Walk With Me
Entertainment: Comics,multiple,medium,What otherworldly land does Thor come from?,Asgard,Midgard|Jotunheim|Sovengarde,Asgard|Midgard|Jotunheim|Sovengarde
Science & Nature,multiple,medium,What part of the body produces insulin?,Pancreas,Kidney|Liver|Stomach,Pancreas|Kidney|Liver|Stomach
Entertainment: Music,multiple,hard,"What song includes the words ""Numa Numa"" which was subject to a Viral Video in 2004?",Dragostea Din Tei,Despacito|Gangnam Style|Asereje,Dragostea Din Tei|Despacito|Gangnam Style|Asereje
Politics,multiple,hard,"Who was the longest-serving senator in US history, serving from 1959 to 2010?",Robert Byrd,Daniel Inouye|Strom Thurmond|Joe Biden,Robert Byrd|Daniel Inouye|Strom Thurmond|Joe Biden
History,multiple,easy,Which German field marshal was known as the `Desert Fox`?,Erwin Rommel,Ernst Busch|Wolfram Freiherr von Richthofen|Wilhelm List,Erwin Rommel|Ernst Busch|Wolfram Freiherr von Richthofen|Wilhelm List
General Knowledge,multiple,hard,"If someone said ""you are olid"", what would they mean?",You smell extremely unpleasant.,You are out of shape/weak.|Your appearance is repulsive.|You are incomprehensible/an idiot.,You smell extremely unpleasant.|You are out of shape/weak.|Your appearance is repulsive.|You are incomprehensible/an idiot.
Science: Computers,multiple,medium,"What does the term MIME stand for, in regards to computing?",Multipurpose Internet Mail Extensions,Mail Internet Mail Exchange|Multipurpose Interleave Mail Exchange|Mail Interleave Method Exchange,Multipurpose Internet Mail Extensions|Mail Internet Mail Exchange|Multipurpose Interleave Mail Exchange|Mail Interleave Method Exchange
Entertainment: Video Games,multiple,medium,"How many games are there in the ""Colony Wars"" series for the PlayStation?",3,2|4|5,3|2|4|5
Entertainment: Board Games,multiple,medium,What happens when you roll 3 doubles in a row in Monopoly?,Go to jail,Get paid $200|Pay $200|Move to Free Parking,Go to jail|Get paid $200|Pay $200|Move to Free Parking
Politics,multiple,easy,Former United States President Bill Clinton famously played which instrument?,Saxophone,Baritone horn|Piano|Violin,Saxophone|Baritone horn|Piano|Violin
Entertainment: Video Games,multiple,easy,"Half-Life by Valve uses the GoldSrc game engine, which is a highly modified version of what engine?",Quake Engine,Doom Engine|id Engine|Source Engine,Quake Engine|Doom Engine|id Engine|Source Engine
History,multiple,medium,What year did the Battle of Agincourt take place?,1415,1463|1401|1422,1415|1463|1401|1422
General Knowledge,multiple,medium,"The lesser-known continuation of the saying ""Curiosity killed the cat..."" is:","""...but satisfaction brought it back.""","""...and the silent mouse remained thereat.""|""...which taught it not to do that.""|""...but death by the truth is better than ignorance.""","""...but satisfaction brought it back.""|""...and the silent mouse remained thereat.""|""...which taught it not to do that.""|""...but death by the truth is better than ignorance."""
History,multiple,easy,Who was the first American in space?,Alan Shephard,Neil Armstrong|John Glenn|Jim Lovell,Alan Shephard|Neil Armstrong|John Glenn|Jim Lovell
Entertainment: Music,multiple,medium,"Which of these Queen songs were sampled for the baseline in Vanilla ""Ice's Ice Ice Baby?""",Under Pressure,Don't Stop Me Now|Brighton Rock|Lazing On A Sunday Afternoon,Under Pressure|Don't Stop Me Now|Brighton Rock|Lazing On A Sunday Afternoon
